State,ZipCode,ConstituentCode,First gift type,First gift fund,FirstgiftBlock,AgeBlock,Gender,Marital status,activeDoner
Other,Other,Friend ,One-time gift,Other,11-50,0-0,Female,,1
,,Alumni ,,,0-0,21-30,Male,,0
WI,Other,Parent ,,,0-0,0-0,Male,,0
WI,54880,Business ,One-time gift,Other,11-50,0-0,,,1
WI,54849,Alumni ,,,0-0,0-0,Unknown,,0
IL,Other,Attended Didn't Graduate ,,,0-0,0-0,Female,Married,0
WI,54016,Alumni ,Pledge,Superior Fund,0-10,51-60,Female,,1
,,Students ,,,0-0,21-30,Female,,0
,,Students ,,,0-0,21-30,Female,,0
,,Students ,,,0-0,21-30,Unknown,,0
,,Students ,,,0-0,0-20,Unknown,,0
,,Students ,,,0-0,21-30,Male,,0
MN,55811,Alumni ,,,0-0,41-50,Female,Single,0
WI,54873,Former Parent ,,,0-0,0-0,Female,Married,0
WI,54873,Former Faculty & Staff ,,,0-0,0-0,Male,Married,0
TX,Other,Alumni ,One-time gift,Men's Baseball Fund,11-50,0-0,Male,Married,1
MN,55804,Alumni ,,,0-0,0-0,Male,,0
MN,Other,Parent ,,,0-0,0-0,Unknown,Married,0
MN,Other,Alumni ,,,0-0,21-30,Female,,0
,,Students ,,,0-0,21-30,Female,,0
IA,Other,Friend ,One-time gift,Other,51-100,0-0,Male,,1
TX,Other,Alumni ,,,0-0,51-60,Male,Single,0
,,Students ,,,0-0,21-30,Unknown,,0
,,Students ,,,0-0,21-30,Female,,0
VA,Other,Alumni ,,,0-0,31-40,Female,,0
Other,Other,Alumni ,Pledge,Other,11-50,61-70,Female,Married,1
,,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
WI,Other,Alumni ,,,0-0,41-50,Female,,0
,,Faculty/Staff ,,,0-0,0-0,Male,,0
Other,Other,Alumni ,,,0-0,0-0,Male,,0
PA,Other,Alumni ,,,0-0,0-0,Female,Married,0
PA,Other,Alumni ,,,0-0,0-0,Male,,0
MN,Other,Alumni ,,,0-0,31-40,Female,Single,0
WI,54806,Former Parent ,,,0-0,0-0,Male,,0
WI,54880,Friend ,,,0-0,0-0,Female,Widowed,0
IA,Other,Alumni ,One-time gift,Superior Fund,11-50,0-0,Female,Married,1
,,Students ,,,0-0,0-20,Unknown,,0
MN,55720,Alumni ,,,0-0,31-40,Female,,0
WI,54880,Parent ,One-time gift,Other,11-50,0-0,Male,Married,1
WI,Other,Alumni ,,,0-0,41-50,Male,Single,0
WI,Other,Alumni ,,,0-0,0-0,Unknown,,0
WA,Other,Friend ,One-time gift,Other,11-50,0-0,Unknown,,1
,,Students ,,,0-0,0-20,Unknown,,0
CA,Other,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
WI,Other,Alumni ,One-time gift,Other,11-50,51-60,Male,Married,1
FL,Other,Alumni ,,,0-0,0-0,Male,,0
MN,55803,Alumni ,,,0-0,31-40,Female,Single,0
MN,55811,Alumni ,,,0-0,41-50,Male,Single,0
NJ,Other,Alumni ,,,0-0,41-50,Female,,0
MN,55807,Alumni ,,,0-0,41-50,Male,Single,0
MI,Other,Alumni ,,,0-0,31-40,Male,Single,0
WI,Other,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
WI,Other,Former Parent ,,,0-0,0-0,Male,Married,0
,,Attended Didn't Graduate ,,,0-0,21-30,Unknown,,0
WI,Other,Parent ,,,0-0,0-0,Unknown,Married,0
MN,55720,Alumni ,,,0-0,31-40,Male,Single,0
TN,Other,Friend ,One-time gift,Women's Hockey Fund,11-50,0-0,Unknown,,1
WI,Other,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
MN,Other,Parent ,,,0-0,0-0,Unknown,Married,0
,,Students ,,,0-0,21-30,Unknown,,0
CO,Other,Alumni ,Pledge,Other,51-100,0-0,Male,Married,1
CO,Other,Alumni ,Soft credit pledge,Other,51-100,0-0,Female,Married,1
MN,Other,Parent ,,,0-0,0-0,Female,,0
WI,Other,Alumni ,,,0-0,0-0,Male,Married,0
WI,Other,Alumni ,One-time gift,Foundation Scholarship Fund,0-10,0-0,Female,Married,1
CA,Other,Friend ,One-time gift,Other,0-0,0-0,Female,,0
MN,55807,Alumni ,,,0-0,0-0,Unknown,,0
ND,Other,Friend ,,,0-0,0-0,Female,,0
WI,Other,Alumni ,,,0-0,61-70,Female,,0
MN,55808,Alumni ,,,0-0,31-40,Female,,0
MN,55807,Alumni ,,,0-0,0-0,Unknown,,0
WI,Other,Alumni ,One-time gift,Total gifts given prior to 7/1/86,51-100,61-70,Male,Married,1
MN,55810,Alumni ,,,0-0,41-50,Female,Married,0
MN,55810,Attended Didn't Graduate ,,,0-0,0-0,Male,Married,0
MN,Other,Former Parent ,,,0-0,0-0,Unknown,,0
TX,Other,Friend ,One-time gift,Men's Baseball Fund,11-50,0-0,Female,Married,1
FL,Other,Alumni ,,,0-0,0-0,Female,Married,0
FL,Other,Alumni ,,,0-0,0-0,Male,Married,0
WI,Other,Alumni ,,,0-0,0-0,Female,Married,0
MN,55806,Alumni ,,,0-0,21-30,Female,,0
WI,54873,Parent ,,,0-0,0-0,Male,,0
MN,Other,Former Parent ,,,0-0,0-0,Male,,0
MN,Other,Former Parent ,,,0-0,0-0,Female,,0
MN,Other,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
,,Students ,,,0-0,21-30,Male,,0
NV,Other,Retired Faculty/Staff ,One-time gift,Total gifts given prior to 7/1/86,51-100,0-0,Male,,1
MN,Other,Alumni ,,,0-0,0-0,Female,,0
Other,Other,Alumni ,,,0-0,0-0,Male,,0
Other,Other,Alumni ,,,0-0,0-0,Male,,0
,,Alumni ,,,0-0,0-0,Unknown,,0
,,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
MN,Other,Alumni ,One-time gift,Alumni Association Membership Fund,0-10,61-70,Female,,1
WI,54880,Alumni ,,,0-0,51-60,Male,Single,0
IL,Other,Friend ,One-time gift,Men's Basketball Fund,11-50,0-0,Male,,1
,,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
WI,Other,Alumni ,,,0-0,31-40,Female,,0
WI,Other,Alumni ,,,0-0,51-60,Female,,0
,,Students ,,,0-0,21-30,Unknown,,0
MN,Other,Friend ,,,0-0,0-0,Male,Married,0
,,Students ,,,0-0,0-20,Female,,0
MN,55779,Parent ,,,0-0,0-0,Unknown,Married,0
WI,54880,Parent ,,,0-0,0-0,Male,Married,0
WI,54873,Alumni ,,,0-0,0-0,Female,,0
TX,Other,Alumni ,,,0-0,61-70,Female,,0
MN,55804,Friend ,,,0-0,0-0,Unknown,,0
MN,Other,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
MN,Other,Friend ,One-time gift,Men's Hockey Fund,11-50,0-0,Female,,1
IL,Other,Friend ,One-time gift,Other,11-50,0-0,Unknown,,1
WI,Other,Friend ,,,0-0,0-0,Male,,0
CA,Other,Alumni ,,,0-0,41-50,Female,Single,0
WI,Other,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
WI,54820,Alumni ,Soft credit one-time gift,Alumni Association Registration Fees Fund,0-10,0-0,Male,Married,1
WI,Other,Alumni ,,,0-0,0-0,Male,,0
WI,Other,Friend ,One-time gift,Other,11-50,0-0,Unknown,,1
,,Attended Didn't Graduate ,,,0-0,31-40,Unknown,,0
WI,Other,Parent ,,,0-0,0-0,Unknown,Married,0
MN,55720,Attended Didn't Graduate ,,,0-0,0-0,Unknown,,0
MN,55804,Alumni ,,,0-0,0-0,Female,,0
MN,55804,Alumni ,,,0-0,31-40,Female,Single,0
AZ,Other,Alumni ,,,0-0,0-0,Male,,0
MN,55807,Alumni ,,,0-0,41-50,Male,Married,0
MN,55807,Alumni ,,,0-0,41-50,Female,Married,0
,,Attended Didn't Graduate ,,,0-0,31-40,Unknown,,0
,,Attended Didn't Graduate ,,,0-0,21-30,Unknown,,0
IL,Other,Alumni ,,,0-0,0-0,Unknown,,0
,,Students ,,,0-0,21-30,Female,,0
,,Attended Didn't Graduate ,,,0-0,21-30,Unknown,,0
,,Students ,,,0-0,21-30,Female,,0
,,Students ,,,0-0,0-20,Male,,0
,,Students ,,,0-0,31-40,Unknown,,0
,,Students ,,,0-0,21-30,Unknown,,0
,,Students ,,,0-0,21-30,Female,,0
,,Students ,,,0-0,21-30,Male,,0
,,Attended Didn't Graduate ,,,0-0,31-40,Unknown,,0
,,Students ,,,0-0,21-30,Unknown,,0
,,Attended Didn't Graduate ,,,0-0,31-40,Unknown,,0
IL,Other,Parent ,,,0-0,0-0,Unknown,,0
,,Students ,,,0-0,21-30,Unknown,,0
,,Students ,,,0-0,0-20,Male,,0
,,Students ,,,0-0,21-30,Unknown,,0
,,Students ,,,0-0,21-30,Unknown,,0
,,Attended Didn't Graduate ,,,0-0,31-40,Unknown,,0
MN,55811,Alumni ,,,0-0,41-50,Male,Single,0
,,Attended Didn't Graduate ,,,0-0,21-30,Unknown,,0
,,Attended Didn't Graduate ,,,0-0,31-40,Unknown,,0
,,Students ,,,0-0,21-30,Male,,0
,,Attended Didn't Graduate ,One-time gift,Other,101-500,21-30,Female,,1
,,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
MN,55812,Parent ,,,0-0,0-0,Male,Married,0
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
MN,55808,Alumni ,,,0-0,71-80,Female,Single,0
MN,55812,Alumni ,,,0-0,21-30,Female,,0
WI,Other,Alumni ,One-time gift,Total gifts given prior to 7/1/86,101-500,0-0,Male,Married,1
MI,Other,Alumni ,,,0-0,0-0,Unknown,,0
WI,Other,Alumni ,,,0-0,0-0,Female,Married,0
MN,55812,Friend ,One-time gift,Other,101-500,0-0,Unknown,,1
MN,Other,Former Parent ,,,0-0,0-0,Male,Married,0
MN,55806,Alumni ,,,0-0,51-60,Female,Married,0
MN,Other,Alumni ,,,0-0,51-60,Male,,0
CA,Other,Alumni ,,,0-0,0-0,Female,,0
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
,,Business ,Matching gift pledge,Men's Baseball Fund,101-500,0-0,,,1
MI,Other,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
MN,Other,Alumni ,,,0-0,41-50,Female,Single,0
MN,Other,Alumni ,,,0-0,31-40,Female,Married,0
WI,54880,Alumni ,,,0-0,41-50,Female,Married,0
,,Students ,,,0-0,21-30,Unknown,,0
TX,Other,Alumni ,One-time gift,Superior Fund,11-50,0-0,Female,,1
,,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
WI,54880,Former Parent ,Soft credit one-time gift,"Gigliotti, Tony, Scholarship",11-50,0-0,Female,Widowed,1
WI,54880,Alumni ,,,0-0,21-30,Female,,0
MN,Other,Alumni ,,,0-0,0-0,Female,,0
WI,54880,Parent ,,,0-0,0-0,Female,,0
WI,54874,Parent ,,,0-0,0-0,Male,,0
WI,54880,Alumni ,,,0-0,41-50,Male,Married,0
,,Students ,,,0-0,21-30,Unknown,,0
WI,Other,Former Parent ,,,0-0,0-0,Male,Married,0
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
WI,54880,Alumni ,,,0-0,61-70,Male,,0
WI,Other,Friend ,One-time gift,Other,51-100,0-0,Female,,1
WI,Other,Alumni ,,,0-0,51-60,Female,Married,0
,,Students ,,,0-0,21-30,Female,,0
WI,Other,Parent ,,,0-0,0-0,Unknown,Married,0
WA,Other,Friend ,One-time gift,Women's Softball Fund,101-500,0-0,Female,Married,1
Other,Other,Alumni ,,,0-0,41-50,Female,Married,0
WI,Other,Alumni ,,,0-0,61-70,Female,Married,0
MN,55303,Alumni ,,,0-0,41-50,Unknown,,0
MO,Other,Alumni ,,,0-0,0-0,Male,,0
WI,Other,Alumni ,,,0-0,61-70,Male,Married,0
IN,Other,Alumni ,,,0-0,0-0,Male,,0
MN,Other,Alumni ,,,0-0,61-70,Male,Single,0
Other,Other,Alumni ,,,0-0,0-0,Female,,0
ND,Other,Alumni ,,,0-0,0-0,Male,Married,0
MN,Other,Alumni ,,,0-0,61-70,Male,Married,0
MN,Other,Alumni ,,,0-0,31-40,Female,,0
WI,Other,Attended Didn't Graduate ,,,0-0,0-0,Male,Married,0
,,Students ,,,0-0,21-30,Male,,0
MN,Other,Alumni ,,,0-0,31-40,Female,Married,0
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
,,Students ,,,0-0,31-40,Unknown,,0
WI,54880,Alumni ,,,0-0,0-0,Female,Widowed,0
WI,Other,Parent ,,,0-0,0-0,Unknown,Married,0
WI,54729,Alumni ,,,0-0,61-70,Male,Married,0
,,Students ,,,0-0,21-30,Male,,0
,,Students ,,,0-0,21-30,Female,,0
MN,Other,Parent ,,,0-0,0-0,Unknown,,0
AZ,Other,Alumni ,,,0-0,0-0,Female,,0
WI,Other,Alumni ,,,0-0,41-50,Male,Single,0
MN,Other,Alumni ,,,0-0,41-50,Female,,0
WI,54873,Attended Didn't Graduate ,Soft credit one-time gift,Superior Fund,11-50,71-80,Female,Married,1
MN,55803,Friend ,,,0-0,0-0,Male,Married,0
,,Students ,,,0-0,21-30,Female,,0
WI,Other,Alumni ,,,0-0,41-50,Female,,0
MN,55806,Alumni ,,,0-0,41-50,Unknown,,0
MN,55803,Alumni ,,,0-0,41-50,Female,Single,0
,,Students ,,,0-0,0-20,Female,,0
MN,Other,Alumni ,,,0-0,0-0,Female,,0
MN,Other,Alumni ,,,0-0,31-40,Male,Single,0
WI,Other,Parent ,,,0-0,0-0,Female,,0
WI,Other,Alumni ,,,0-0,41-50,Female,,0
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
MO,Other,Alumni ,Pledge,Superior Fund,11-50,51-60,Female,Married,1
,,Parent ,,,0-0,0-0,Unknown,,0
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
,,Students ,,,0-0,21-30,Female,,0
MN,55779,Alumni ,,,0-0,41-50,Male,Single,0
MN,Other,Parent ,,,0-0,0-0,Female,,0
,,Students ,,,0-0,21-30,Unknown,,0
WI,Other,Alumni ,,,0-0,71-80,Female,Married,0
WI,Other,Alumni ,,,0-0,51-60,Female,,0
WI,54880,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
WI,54880,Friend ,Other,Alumni Association Fund,101-500,0-0,Male,Married,1
MN,Other,Former Parent ,One-time gift,Men's Baseball Fund,51-100,0-0,Female,Married,1
WI,Other,Alumni ,,,0-0,0-0,Male,Married,0
WI,Other,Parent ,,,0-0,0-0,Unknown,Married,0
OH,Other,Alumni ,,,0-0,31-40,Male,,0
,,Alumni ,,,0-0,71-80,Male,,0
MN,55792,Parent ,,,0-0,0-0,Unknown,Married,0
WI,54836,Parent ,,,0-0,0-0,Male,Married,0
WI,54880,Alumni ,One-time gift,Foundation Scholarship Fund,11-50,51-60,Female,Married,1
Other,Other,Friend ,One-time gift,Other,51-100,0-0,Male,Married,1
MN,Other,Parent ,,,0-0,0-0,Unknown,Married,0
WI,54873,Alumni ,One-time gift,Education Department Development Fund,0-10,0-0,Male,Married,1
CA,Other,Alumni ,,,0-0,61-70,Male,Divorced,0
,,Students ,,,0-0,21-30,Female,,0
OR,Other,Alumni ,,,0-0,0-0,Male,,0
,,Friend ,One-time gift,Other,11-50,0-0,Unknown,,1
MN,55744,Alumni ,,,0-0,41-50,Female,,0
NC,Other,Alumni ,,,0-0,0-0,Male,,0
Other,Other,Alumni ,,,0-0,0-0,Male,,0
VA,Other,Friend ,One-time gift,Men's Hockey Fund,11-50,0-0,Male,Married,1
OH,Other,Friend ,One-time gift,Men's Hockey Fund,11-50,0-0,Male,,1
WA,Other,Parent ,,,0-0,0-0,Female,Married,0
OH,Other,Friend ,One-time gift,Men's Hockey Fund,11-50,0-0,Male,,1
WA,Other,Alumni ,One-time gift,Men's Hockey Fund,51-100,31-40,Male,,1
WA,Other,Parent ,,,0-0,0-0,Male,Married,0
OH,Other,Friend ,One-time gift,Men's Hockey Fund,11-50,0-0,Unknown,Married,1
WI,54874,Former Parent ,,,0-0,0-0,Female,,0
MN,55811,Alumni ,,,0-0,31-40,Male,Single,0
WA,Other,Alumni ,,,0-0,71-80,Female,,0
,,Alumni ,,,0-0,0-0,Unknown,,0
,,Attended Didn't Graduate ,,,0-0,0-0,Unknown,,0
WI,Other,Alumni ,,,0-0,0-0,Female,Widowed,0
WI,54806,Alumni ,One-time gift,Other,11-50,61-70,Male,,1
MN,55804,Alumni ,,,0-0,51-60,Female,Single,0
,,Friend ,,,0-0,0-0,Unknown,,0
,,Alumni ,,,0-0,0-0,Male,,0
,,Attended Didn't Graduate ,,,0-0,21-30,Unknown,,0
,,Friend ,One-time gift,Superior Fund,11-50,0-0,Female,,1
WI,Other,Alumni ,,,0-0,61-70,Male,,0
WI,54806,Alumni ,,,0-0,51-60,Male,Single,0
MN,Other,Parent ,,,0-0,0-0,Unknown,Married,0
MN,Other,Alumni ,,,0-0,21-30,Unknown,,0
WI,54847,Alumni ,,,0-0,0-0,Male,,0
,,Attended Didn't Graduate ,,,0-0,21-30,Female,,0
MN,Other,Former Parent ,One-time gift,Men's Baseball Fund,51-100,0-0,Male,,1
MN,55733,Alumni ,,,0-0,0-0,Male,Married,0
MN,Other,Alumni ,,,0-0,0-0,Female,,0
MN,Other,Former Parent ,,,0-0,0-0,Female,,0
MN,55744,Parent ,One-time gift,Women's Softball Fund,51-100,0-0,Unknown,,1
MN,55744,Parent ,,,0-0,0-0,Unknown,Married,0
Other,Other,Attended Didn't Graduate ,One-time gift,Total gifts given prior to 7/1/86,11-50,0-0,Female,Married,1
IA,Other,Alumni ,,,0-0,0-0,Male,,0
MN,55811,Alumni ,,,0-0,41-50,Male,Single,0
CA,Other,Alumni ,,,0-0,0-0,Male,,0
WI,54880,Attended Didn't Graduate ,One-time gift,Other,11-50,0-0,Male,Married,1
WI,Other,Parent ,,,0-0,0-0,Male,,0
,,Students ,,,0-0,0-20,Male,,0
,,Alumni ,,,0-0,0-0,Unknown,,0
WI,54880,Business ,,,0-0,0-0,,,0
WI,Other,Alumni ,,,0-0,31-40,Female,,0
MN,Other,Alumni ,,,0-0,0-0,Female,Married,0
WI,54893,Alumni ,,,0-0,0-0,Male,,0
WI,54843,Alumni ,Pledge,Superior Fund,11-50,71-80,Male,,1
WI,Other,Parent ,,,0-0,0-0,Female,Married,0
MN,55804,Former Faculty & Staff ,,,0-0,0-0,Male,,0
,,Friend ,,,0-0,0-0,Male,,0
MN,55303,Friend ,One-time gift,Women's Softball Fund,51-100,0-0,Female,Married,1
WI,54880,Former Faculty & Staff ,,,0-0,0-0,Male,,0
Other,Other,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
WI,Other,Alumni ,,,0-0,31-40,Female,,0
WI,Other,Parent ,,,0-0,0-0,Female,,0
WI,Other,Alumni ,,,0-0,31-40,Unknown,,0
WI,Other,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
,,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
AK,Other,Alumni ,Pledge,Superior Fund,11-50,41-50,Female,Married,1
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
MN,Other,Alumni ,,,0-0,0-0,Female,,0
,,Students ,,,0-0,21-30,Unknown,,0
,,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
MN,Other,Parent ,,,0-0,0-0,Unknown,Married,0
,,Faculty/Staff ,,,0-0,0-0,Female,,0
WI,54880,Alumni ,Soft credit one-time gift,Other,101-500,41-50,Female,Divorced,1
WI,Other,Alumni ,,,0-0,0-0,Male,Married,0
WI,Other,Friend ,One-time gift,Women's Hockey Fund,51-100,0-0,Male,Married,1
WI,54880,Alumni ,One-time gift,Total gifts given prior to 7/1/86,0-10,71-80,Female,,1
,,Students ,,,0-0,41-50,Female,,0
IL,Other,Alumni ,,,0-0,0-0,Male,,0
WI,54880,Alumni ,One-time gift,Other,101-500,0-0,Male,Divorced,1
WI,54880,Alumni ,,,0-0,21-30,Female,,0
WI,54880,Business ,One-time gift,Alumni Association Fund,51-100,0-0,,,1
WI,Other,Alumni ,,,0-0,0-0,Female,Married,0
,,Students ,,,0-0,21-30,Female,,0
WI,Other,Parent ,,,0-0,0-0,Unknown,,0
WI,54873,Alumni ,,,0-0,61-70,Male,,0
MN,55720,Parent ,,,0-0,0-0,Male,Married,0
,,Students ,,,0-0,31-40,Unknown,,0
,,Attended Didn't Graduate ,,,0-0,21-30,Unknown,,0
MN,55811,Parent ,,,0-0,0-0,Unknown,,0
WI,54880,Former Faculty & Staff ,,,0-0,0-0,Male,,0
WI,54016,Friend ,,,0-0,0-0,Male,,0
,,Students ,,,0-0,0-20,Female,,0
MN,55808,Parent ,,,0-0,0-0,Unknown,,0
,,Students ,,,0-0,21-30,Unknown,,0
,,Attended Didn't Graduate ,,,0-0,21-30,Unknown,,0
WI,Other,Parent ,,,0-0,0-0,Male,Married,0
,,Students ,,,0-0,21-30,Unknown,,0
WI,54880,Parent ,,,0-0,0-0,Unknown,,0
WI,54843,Alumni ,,,0-0,51-60,Female,Married,0
MN,Other,Alumni ,One-time gift,Superior Fund,51-100,31-40,Male,,1
,,Attended Didn't Graduate ,,,0-0,31-40,Unknown,,0
MN,55746,Parent ,,,0-0,0-0,Unknown,,0
CA,Other,Friend ,,,0-0,0-0,Female,,0
WI,54880,Alumni ,,,0-0,41-50,Female,Married,0
WI,54701,Former Faculty & Staff ,Recurring gift payment,Superior Fund,0-10,0-0,Male,,1
MN,Other,Alumni ,,,0-0,0-0,Male,,0
FL,Other,Friend ,,,0-0,0-0,Female,,0
WI,54729,Alumni ,,,0-0,0-0,Female,,0
,,Alumni ,,,0-0,0-0,Unknown,,0
WI,Other,Alumni ,,,0-0,0-0,Unknown,,0
,,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
FL,Other,Former Parent ,,,0-0,0-0,Male,Married,0
FL,Other,Attended Didn't Graduate ,,,0-0,31-40,Unknown,,0
MN,Other,Friend ,One-time gift,Men's Baseball Fund,11-50,0-0,Unknown,Married,1
,,Attended Didn't Graduate ,,,0-0,21-30,Female,,0
MN,55810,Former Parent ,,,0-0,0-0,Unknown,Married,0
FL,Other,Friend ,Soft credit one-time gift,Other,51-100,0-0,Male,Married,1
IL,Other,Alumni ,,,0-0,21-30,Female,,0
,,Students ,,,0-0,21-30,Female,,0
MN,Other,Alumni ,,,0-0,21-30,Female,,0
MN,Other,Parent ,,,0-0,0-0,Unknown,Married,0
,,Students ,,,0-0,21-30,Male,,0
MI,Other,Parent ,One-time gift,Men's Baseball Fund,51-100,0-0,Male,Married,1
WI,Other,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
MN,55082,Friend ,One-time gift,Men's Baseball Fund,11-50,0-0,Male,Married,1
MO,Other,Parent ,,,0-0,0-0,Male,Married,0
MO,Other,Alumni ,,,0-0,21-30,Female,,0
WI,Other,Alumni ,,,0-0,61-70,Female,Married,0
MN,Other,Friend ,One-time gift,Men's Baseball Fund,11-50,0-0,Male,Married,1
MD,Other,Attended Didn't Graduate ,,,0-0,0-0,Female,,0
WI,54880,Alumni ,One-time gift,Other,0-0,0-0,Male,,0
WI,Other,Alumni ,,,0-0,0-0,Female,Married,0
WI,54880,Parent ,,,0-0,0-0,Male,Married,0
WI,54864,Alumni ,,,0-0,21-30,Female,,0
MN,55810,Alumni ,Soft credit one-time gift,Superior Fund,11-50,21-30,Male,Married,1
MN,55810,Alumni ,One-time gift,Superior Fund,11-50,21-30,Female,Married,1
AZ,Other,Alumni ,One-time gift,Foundation Scholarship Fund,11-50,71-80,Male,Married,1
WI,Other,Friend ,,,0-0,0-0,Female,,0
CA,Other,Friend ,One-time gift,Men's Baseball Fund,51-100,0-0,Female,Married,1
,,Faculty/Staff ,,,0-0,0-0,Unknown,,0
MN,Other,Attended Didn't Graduate ,,,0-0,21-30,Unknown,,0
,,Students ,,,0-0,31-40,Female,,0
MN,Other,Former Parent ,,,0-0,0-0,Unknown,Married,0
WI,54880,Friend ,One-time gift,Other,11-50,0-0,Unknown,,1
,,Alumni ,,,0-0,0-0,Male,,0
WI,Other,Alumni ,,,0-0,51-60,Female,Single,0
WI,54874,Friend ,One-time gift,Other,51-100,0-0,Unknown,Married,1
WI,54843,Alumni ,One-time gift,Other,11-50,0-0,Male,Divorced,1
WI,54820,Alumni ,Pledge,Student Calling Fund,11-50,0-0,Male,Divorced,1
MN,55807,Alumni ,Pledge,Superior Fund,11-50,61-70,Female,Married,1
WI,54874,Friend ,One-time gift,Other,0-10,0-0,Female,,1
WI,Other,Friend ,One-time gift,Men's Baseball Fund,51-100,0-0,Male,,1
WI,Other,Friend ,,,0-0,0-0,Unknown,,0
WI,Other,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
WI,Other,Former Parent ,,,0-0,0-0,Male,,0
WI,Other,Alumni ,,,0-0,0-0,Female,Married,0
FL,Other,Alumni ,,,0-0,Over 80,Male,Married,0
MN,Other,Alumni ,,,0-0,21-30,Unknown,,0
MN,55808,Alumni ,,,0-0,41-50,Female,Single,0
WI,Other,Alumni ,,,0-0,41-50,Female,Married,0
,,Students ,,,0-0,0-20,Female,,0
MN,55746,Alumni ,,,0-0,21-30,Female,,0
WI,54849,Alumni ,,,0-0,0-0,Female,,0
MN,55746,Parent ,,,0-0,0-0,Unknown,Married,0
MN,55810,Alumni ,,,0-0,41-50,Male,Single,0
MN,Other,Alumni ,Soft credit one-time gift,Alumni Association Fund,11-50,51-60,Male,Married,1
MN,Other,Alumni ,One-time gift,Alumni Association Fund,11-50,41-50,Female,Married,1
,,Friend ,,,0-0,0-0,Unknown,Married,0
WI,Other,Alumni ,,,0-0,51-60,Male,,0
WI,Other,Alumni ,Pledge,Student Calling Fund,0-10,51-60,Male,Married,1
WI,54880,Alumni ,,,0-0,0-0,Male,Married,0
WI,54880,Former Parent ,,,0-0,0-0,Male,Married,0
,,Attended Didn't Graduate ,,,0-0,21-30,Female,,0
WI,54880,Business ,One-time gift,0-Unassigned For Use In History,101-500,0-0,,,1
,,Attended Didn't Graduate ,,,0-0,51-60,Unknown,,0
AZ,Other,Former Parent ,,,0-0,0-0,Unknown,,0
WI,Other,Alumni ,,,0-0,31-40,Female,Single,0
MN,Other,Alumni ,,,0-0,51-60,Female,,0
MN,Other,Alumni ,,,0-0,21-30,Female,,0
MN,55718,Alumni ,,,0-0,51-60,Female,,0
,,Attended Didn't Graduate ,,,0-0,0-0,Male,,0
MN,55807,Former Parent ,,,0-0,0-0,Male,Married,0
MN,55807,Former Parent ,,,0-0,0-0,Female,Married,0
WI,Other,Alumni ,,,0-0,61-70,Female,Married,0
,,Attended Didn't Graduate ,One-time gift,Alumni Association Fund,11-50,31-40,Unknown,,1
MN,Other,Alumni ,,,0-0,71-80,Male,Married,0
WI,Other,Alumni ,,,0-0,21-30,Female,,0
VA,Other,Alumni ,One-time gift,Men's Hockey Fund,0-10,41-50,Female,Single,1
MN,55811,Alumni ,,,0-0,41-50,Male,Single,0
,,Students ,,,0-0,0-0,Female,,0
CA,Other,Alumni ,,,0-0,0-0,Female,,0
MN,Other,Alumni ,,,0-0,51-60,Female,Single,0
MN,Other,Parent ,One-time gift,Alumni Association Fund,51-100,0-0,Unknown,Married,1
MN,Other,Alumni ,,,0-0,71-80,Female,Married,0
MN,Other,Parent ,Soft credit one-time gift,Alumni Association Fund,51-100,0-0,Female,Married,1
MN,Other,Friend ,One-time gift,Athletics Fund-General,101-500,0-0,Male,,1
WI,54880,Friend ,One-time gift,Superior Fund,11-50,0-0,Male,Widowed,1
MN,Other,Alumni ,,,0-0,0-0,Female,Married,0
MN,Other,Alumni ,,,0-0,51-60,Female,Married,0
TX,Other,Alumni ,,,0-0,61-70,Male,,0
,,Students ,,,0-0,21-30,Female,,0
,,Students ,,,0-0,21-30,Unknown,,0
WI,54801,Alumni ,,,0-0,21-30,Unknown,,0
